0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0.086996906,0.017159846,-0.086996906,0.992254317,-0.086975105,-0.042273078,-0.086975105,0.991505742,-0.706825137,0,0,0.707388282,0.706825137,0,0,0.707388282,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.25999999,0,0,0.25999999,0
0,0,0,1,0.087046511,-0.016000194,0.064910948,0.993958473,-0.0833489,-0.006533161,-0.087009698,0.992693126,-0.706825137,0,0,0.707388282,0.706825137,0,0,0.707388282,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.25999999,0,0,0.25999999,0
0,0,0,1,0.086974978,-0.03091898,0.091682032,0.991500795,-0.085896187,-0.05273233,-0.043236021,0.993967712,-0.706825137,0,0,0.707388282,0.709658444,0.092750914,-0.086871408,0.692990184,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.283925235,0,0,0.283925235,0
0,0,0,1,0.086974621,-0.03006224,0.092106007,0.991487861,-0.086804718,-0.078466654,-0.008682903,0.993092418,-0.706825137,0,0,0.707388282,0.719521165,0.11034891,-0.113217115,0.676235318,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.290389419,0,0,0.290389419,0
0,0,0,1,0.087050594,-0.045216352,0.046320602,0.994098604,-0.043495748,-0.090965711,-0.031055367,0.994418919,-0.720791876,-0.005820643,-0.111089706,0.684166789,0.689864695,0.054511014,-0.033694137,0.721096337,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.267646283,0,0,0.267646283,0
0,0,0,1,0.087020755,-0.036880791,0.069807261,0.993073046,-0.038596775,-0.09298151,-0.075458847,0.992053747,-0.715702891,0.056668486,-0.296975851,0.629573941,0.673780143,0.024136003,0.008217351,0.738491952,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.206516922,0,0,0.206516922,0
0,0,0,1,0.086995102,-0.031948231,0.0834684,0.992191613,-0.061322685,-0.087163649,-0.092391983,0.99000293,-0.691350341,0.111048229,-0.35985148,0.61661154,0.674222112,0.023765486,0.008186543,0.738100767,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.190032095,0,0,0.190032095,0
