-15.6224,15.7285,26.785,3.18E-15,65.1749,-10.0974,9.9747
-15.6124,15.728,26.7081,-3.18E-15,65.1737,-10.0342,9.96535
-15.6021,15.7234,26.6107,6.36E-15,65.1759,-9.95706,9.95431
-15.5921,15.7145,26.4982,0,65.1809,-9.87358,9.94201
-15.5834,15.7021,26.3752,3.18E-15,65.1869,-9.79191,9.92872
-15.5767,15.6876,26.2441,3.18E-15,65.1924,-9.71799,9.91447
-15.5718,15.6717,26.1051,0,65.1974,-9.65499,9.89982
-15.5682,15.6546,25.9574,-3.18E-15,65.2032,-9.6039,9.88528
-15.5658,15.6373,25.799,-3.18E-15,65.212,-9.56462,9.87187
-15.5646,15.6202,25.6276,-3.18E-15,65.2267,-9.53593,9.86105
-15.5634,15.6032,25.441,0,65.251,-9.5155,9.85458
-15.5605,15.5847,25.238,-6.36E-15,65.2887,-9.50019,9.85382
-15.5537,15.5632,25.0186,6.36E-15,65.3422,-9.48707,9.85948
-15.5417,15.5386,24.7841,0,65.4114,-9.47386,9.87147
-15.5239,15.5113,24.536,3.18E-15,65.4956,-9.45887,9.88908
-15.4999,15.4828,24.2758,0,65.5947,-9.44063,9.91052
-15.4698,15.4543,24.0046,0,65.7099,-9.41646,9.93302
-15.4344,15.4264,23.7233,0,65.8426,-9.38282,9.95254
-15.3943,15.3984,23.4327,-3.18E-15,65.993,-9.3367,9.96374
-15.3502,15.3696,23.1333,0,66.1598,-9.27612,9.96166
-15.3031,15.3393,22.8254,3.18E-15,66.341,-9.20035,9.94308
-15.255,15.3074,22.5092,-3.18E-15,66.5353,-9.10873,9.90796
-15.2081,15.2743,22.1842,0,66.742,-9.0015,9.85991
-15.1628,15.2408,21.85,0,66.9592,-8.88033,9.80493
-15.1182,15.2072,21.5073,0,67.1853,-8.74734,9.75047
-15.0743,15.1741,21.1575,3.18E-15,67.4175,-8.60595,9.70321
-15.0324,15.1425,20.8012,6.36E-15,67.6527,-8.46029,9.66787
-14.9955,15.1139,20.4385,0,67.8879,-8.31513,9.64621
-14.966,15.0892,20.0684,6.36E-15,68.1195,-8.17541,9.63651
-14.9433,15.0684,19.6895,0,68.3445,-8.0448,9.63482
-14.9226,15.0505,19.3005,0,68.5609,-7.92579,9.63714
-14.8972,15.0342,18.902,-3.18E-15,68.7695,-7.81933,9.64125
-14.8614,15.018,18.4955,3.18E-15,68.9745,-7.72536,9.64693
-14.813,15.0012,18.0821,3.18E-15,69.1828,-7.64195,9.655
-14.7534,14.9839,17.6613,0,69.4036,-7.56564,9.66563
-14.6849,14.9664,17.2316,-3.18E-15,69.6445,-7.49227,9.67817
-14.6088,14.9488,16.7907,3.18E-15,69.91,-7.41869,9.69246
-14.5251,14.9307,16.3376,0,70.1994,-7.34298,9.71067
-14.4351,14.912,15.8732,3.18E-15,70.5046,-7.26424,9.73716
-14.3409,14.8932,15.3997,3.18E-15,70.8117,-7.18203,9.77618
-14.2439,14.8752,14.92,-6.36E-15,71.1034,-7.09842,9.82906
-14.144,14.8591,14.4368,0,71.3625,-7.01672,9.89546
-14.0409,14.8458,13.9527,-3.18E-15,71.5732,-6.94186,9.97415
-13.9374,14.8368,13.4702,-3.18E-15,71.723,-6.87886,10.0621
-13.8385,14.8333,12.9919,-3.18E-15,71.8051,-6.83219,10.1526
-13.7493,14.8358,12.5218,0,71.8183,-6.80492,10.2376
-13.6711,14.8432,12.0642,0,71.7662,-6.79797,10.3099
-13.6012,14.8545,11.6231,3.18E-15,71.6552,-6.81136,10.364
-13.5352,14.8688,11.2014,0,71.492,-6.84444,10.3968
-13.4703,14.8864,10.8009,3.18E-15,71.2839,-6.8956,10.4072
-13.4072,14.9071,10.4222,0,71.0396,-6.96262,10.3952
-13.3499,14.9314,10.0636,-3.18E-15,70.7698,-7.04148,10.3609
