0.110166498,0.16330391,0.29587333,-0.101275732,0.09828949,0.47750794
0.110166498,0.16330391,0.29587333,-0.101275732,0.09828949,0.47750794
0.110208189,0.163266851,0.295873477,-0.099811956,0.095681343,0.476202901
0.110449402,0.16322258,0.295873193,-0.101445565,0.097049544,0.474409183
0.110658163,0.163204029,0.295873382,-0.100551481,0.097947815,0.474917936
0.111005037,0.163105368,0.295873337,-0.099924573,0.095838649,0.474178471
0.111447122,0.162966917,0.295873293,-0.099535737,0.094346698,0.473650168
0.11197277,0.162783591,0.295873248,-0.099287326,0.093283083,0.473253862
0.11240487,0.162763078,0.295872811,-0.098882633,0.094563803,0.472827951
0.112853305,0.162756862,0.295872373,-0.098601919,0.095540817,0.472487154
0.113302831,0.162765991,0.295871935,-0.098403998,0.096298726,0.472208262
0.113966247,0.162474136,0.295871637,-0.098553086,0.095755505,0.471889882
0.114602058,0.162080103,0.295871593,-0.09858462,0.094833994,0.471781306
0.114940216,0.161402638,0.295871769,-0.098906594,0.09366965,0.471728789
0.115517947,0.160877721,0.295871725,-0.098892415,0.093119383,0.47164538
0.115802037,0.159926322,0.29587179,-0.102142492,0.092824506,0.47166767
0.11591834,0.158915382,0.295871937,-0.101624874,0.092303557,0.471781264
0.116113011,0.157886843,0.295872113,-0.101508365,0.091646935,0.471740336
0.116280558,0.156788522,0.295872289,-0.101408885,0.091091818,0.471703704
0.116609262,0.155917585,0.295872244,-0.10080209,0.091024214,0.47175917
0.116903837,0.155019183,0.2958722,-0.100285669,0.090969981,0.47180937
0.118088821,0.154461902,0.295871598,-0.102769522,0.092642585,0.471674851
0.119087117,0.153934924,0.295871054,-0.102627607,0.093855253,0.471648654
0.119196338,0.152999281,0.295871009,-0.101990076,0.093575437,0.471697321
0.120076535,0.15249837,0.295870465,-0.101926078,0.094631754,0.471672275
0.12011076,0.151564175,0.29587042,-0.101392399,0.094312229,0.471716352
0.119698736,0.150070218,0.295870654,-0.101167445,0.093380908,0.471834136
0.11949637,0.149186343,0.295870657,-0.100833242,0.092810375,0.471921124
0.119548194,0.148303486,0.295870613,-0.100436371,0.092654112,0.471952051
0.119801896,0.147649813,0.295870446,-0.100316587,0.092851515,0.471817193
0.120033481,0.147022093,0.295870279,-0.100209569,0.093031552,0.471690975
0.12007334,0.146396385,0.295870208,-0.100277735,0.092715774,0.471621902
0.120622225,0.145595478,0.295870296,-0.099720307,0.092775238,0.471563733
0.12131739,0.147377886,0.295869578,-0.097966945,0.093788614,0.471389559
0.121604619,0.148046102,0.295869456,-0.097866402,0.094254815,0.471268632
0.122177473,0.148046645,0.295870016,-0.097414421,0.094288659,0.471255911
0.12308255,0.148618442,0.29587,-0.096676052,0.094631695,0.471193974
0.124284093,0.149004291,0.295869933,-0.095556403,0.094749842,0.471245373
0.125658099,0.149048909,0.295869968,-0.094275078,0.094107322,0.471309029
0.127010576,0.148327517,0.295869481,-0.092491743,0.092193173,0.471306711
0.128302083,0.147844537,0.295869193,-0.090800697,0.090127256,0.471371758
0.128978129,0.147843453,0.295868002,-0.090422766,0.088044941,0.471248277
0.130009261,0.147330365,0.295867105,-0.08945863,0.083528568,0.471148087
0.130865686,0.146484678,0.295865926,-0.088438717,0.079043234,0.471027242
0.131668999,0.145674196,0.295864747,-0.087498156,0.07486623,0.470911689
0.132423341,0.144898026,0.295863568,-0.08662975,0.070971709,0.470801085
0.133791183,0.144579369,0.295863418,-0.085179711,0.068561334,0.47086205
0.134534331,0.144202358,0.295862522,-0.084591414,0.065372257,0.470779998
0.135769285,0.14391821,0.295862372,-0.083305581,0.063310565,0.470839097
0.136425289,0.14347644,0.295861538,-0.082768166,0.060715272,0.470817897
0.137562265,0.143155839,0.295861483,-0.081531347,0.059107324,0.470941744
0.138426113,0.142518836,0.295861438,-0.080957718,0.056489995,0.47086761
0.138766192,0.141888321,0.295860436,-0.081000832,0.053124193,0.470664386
0.140017591,0.141652587,0.295859705,-0.080645322,0.051312954,0.47056941
0.14075111,0.141086041,0.29585966,-0.080153043,0.049156721,0.47050607
0.141627932,0.140930041,0.295859511,-0.079240115,0.048011533,0.47056351
0.142282426,0.140400716,0.295859466,-0.078831933,0.046065589,0.470502291
0.143079504,0.140272023,0.295859316,-0.078012066,0.045088,0.470558013
0.143837556,0.140150573,0.295859167,-0.077243042,0.044169102,0.470611891
0.143963781,0.139646309,0.295858165,-0.077458936,0.041662174,0.470434696
0.14408367,0.139163158,0.295857164,-0.077666919,0.039290697,0.470263164
0.144610257,0.138719441,0.29585712,-0.077370982,0.037834109,0.470211513
0.145112462,0.138294175,0.295857075,-0.077094564,0.036457033,0.470161459
0.145191234,0.137867594,0.295856075,-0.077318061,0.034388711,0.470001588
0.145406451,0.13776432,0.295855182,-0.077232034,0.033241123,0.469953325
0.145425807,0.137000373,0.295853838,-0.077282042,0.031600576,0.469736997
0.145411662,0.137247936,0.295852905,-0.077397082,0.030827403,0.46969608
0.145362464,0.137325347,0.295851911,-0.077413253,0.030240277,0.469698142
0.145156155,0.137838187,0.295851121,-0.077930897,0.03145728,0.469669967
0.144768572,0.13869687,0.295850404,-0.078567948,0.033064955,0.469644575
0.144160358,0.139835833,0.295849765,-0.079371654,0.034955779,0.469606947
0.143358341,0.141071634,0.295849049,-0.080313234,0.0368724,0.469539559
0.143098277,0.141616197,0.295849,-0.081755403,0.039191807,0.469522135
0.142544362,0.141804375,0.295848822,-0.083086734,0.041118048,0.469496305
0.141960474,0.142420973,0.295848316,-0.08423196,0.043460451,0.469480569
0.141050962,0.142597912,0.295847425,-0.085258787,0.045577493,0.46945441
0.140280889,0.142643823,0.295846586,-0.086052911,0.047867645,0.469421401
0.139539438,0.142688735,0.295845748,-0.086813946,0.050068195,0.469389207
0.139005571,0.142853628,0.295845047,-0.087511422,0.052337787,0.469311367
0.138413506,0.142926197,0.295844299,-0.088146337,0.054562055,0.469269909
0.137834074,0.143031048,0.295843519,-0.088741211,0.057230256,0.468948434
0.137359369,0.14318458,0.295842819,-0.089360124,0.059233696,0.468878874
0.136892576,0.143258079,0.295842112,-0.089922877,0.061191598,0.468846231
0.136405867,0.142468858,0.295841591,-0.090537183,0.062787063,0.468824963
0.135906802,0.142548131,0.295840844,-0.091053676,0.064622482,0.468791866
0.135315424,0.142864121,0.295839916,-0.091743877,0.066347917,0.468691806
0.134731905,0.142964216,0.295839626,-0.092523838,0.067801979,0.468698108
0.134141466,0.143625578,0.295838698,-0.093196948,0.069313907,0.468687834
0.13360807,0.143910636,0.29583777,-0.093807573,0.070869495,0.46859175
0.133091975,0.14418726,0.295836843,-0.094395483,0.072370761,0.468497703
0.132719903,0.144337778,0.295836206,-0.094205154,0.0737365,0.468463852
0.132233506,0.144600859,0.295835279,-0.094770842,0.075138142,0.468372963
0.131762397,0.14485633,0.295834352,-0.09531609,0.076492093,0.468283933
0.131305942,0.145104468,0.295833426,-0.095841796,0.07780036,0.468196705
