0.110166498,0.16330391,0.29587333,-0.101275732,0.09828949,0.47750794,-66.62608875,-68.22709893,-132.743071,-82.02204559,-80.45566635,-140.1877198
0.11017873,0.163293037,0.295873373,-0.100846279,0.097524294,0.477125059,-66.62839932,-68.22943422,-132.7428543,-81.99541414,-80.43548642,-140.1532127
0.110190961,0.163282165,0.295873416,-0.100416827,0.096759098,0.476742178,-66.63093766,-68.23192185,-132.7427289,-81.96868405,-80.41526709,-140.1186501
0.110203193,0.163271292,0.295873459,-0.099987374,0.095993902,0.476359296,-66.6332257,-68.23413621,-132.7426562,-81.94185405,-80.39501977,-140.0839946
0.110250051,0.163259168,0.295873428,-0.100095464,0.095918791,0.475891606,-66.6347697,-68.23623261,-132.7417357,-81.91562922,-80.36350619,-140.0852756
0.11032082,0.163246179,0.295873344,-0.100574744,0.096320203,0.475365353,-66.63524332,-68.23771945,-132.7402319,-81.88982657,-80.32415364,-140.111333
0.110391588,0.163233191,0.295873261,-0.101054023,0.096721615,0.4748391,-66.63450487,-68.23803128,-132.7387694,-81.86399412,-80.28473939,-140.1372884
0.110460614,0.163221584,0.295873203,-0.101397546,0.097097788,0.474436507,-66.63261014,-68.23714749,-132.7374548,-81.84461678,-80.25468565,-140.1580809
0.110521862,0.163216141,0.295873259,-0.101135233,0.097361329,0.474585768,-66.62983858,-68.23512924,-132.7365821,-81.85411336,-80.2666211,-140.1561527
0.11058311,0.163210698,0.295873314,-0.100872921,0.09762487,0.47473503,-66.62633937,-68.23236771,-132.7357894,-81.86370451,-80.27868379,-140.1541766
0.110644357,0.163205256,0.29587337,-0.100610608,0.097888411,0.474884291,-66.62241582,-68.2291733,-132.7350424,-81.87342428,-80.29090842,-140.1521695
0.110736992,0.163181608,0.295873372,-0.100409013,0.097468497,0.474749889,-66.61799594,-68.22637794,-132.7330391,-81.86277227,-80.28451516,-140.1336612
0.11083876,0.163152662,0.295873359,-0.100225087,0.096849695,0.47453294,-66.61352446,-68.22380832,-132.7306391,-81.84625111,-80.27279186,-140.1103624
0.110940528,0.163123716,0.295873345,-0.10004116,0.096230894,0.47431599,-66.60920025,-68.22139965,-132.7282082,-81.82978581,-80.2611395,-140.0871202
0.111052524,0.163090496,0.295873332,-0.099882806,0.095678391,0.474121723,-66.60496001,-68.21934381,-132.7253824,-81.81503804,-80.2506244,-140.0665926
0.111182226,0.163049877,0.295873319,-0.099768727,0.095240672,0.473966726,-66.60070445,-68.2177321,-132.7218938,-81.80320533,-80.24198417,-140.0507625
0.111311928,0.163009257,0.295873306,-0.099654647,0.094802953,0.473811729,-66.59654316,-68.21625799,-132.7183358,-81.79124495,-80.23313112,-140.0351491
0.111441629,0.162968637,0.295873294,-0.099540568,0.094365234,0.473656732,-66.59241682,-68.21490198,-132.7146554,-81.77914922,-80.22404725,-140.0197788
0.111594809,0.162915409,0.29587328,-0.099465943,0.094047862,0.473538821,-66.58801916,-68.21406861,-132.7098491,-81.76990992,-80.21672861,-140.0091789
0.111749028,0.162861624,0.295873267,-0.099393062,0.093735811,0.47342255,-66.58351988,-68.2133495,-132.7047396,-81.76079156,-80.20943398,-139.9989473
0.111903246,0.162807838,0.295873254,-0.099320182,0.093423761,0.473306279,-66.57885315,-68.21266973,-132.6993453,-81.75171586,-80.20217663,-139.9887722
0.112042391,0.162780286,0.295873178,-0.099222121,0.093489437,0.473185238,-66.57447935,-68.21172883,-132.6947298,-81.74540188,-80.19498692,-139.9879869
0.112169164,0.162774268,0.295873049,-0.099103389,0.093865183,0.473060281,-66.5702389,-68.21049405,-132.6907223,-81.74134278,-80.18786445,-139.9948159
0.112295936,0.162768249,0.295872921,-0.098984657,0.094240929,0.472935325,-66.56565668,-68.20911437,-132.6864583,-81.73728196,-80.18078447,-140.0015063
0.112423383,0.162762821,0.295872793,-0.098871044,0.094604138,0.472813882,-66.56072292,-68.20754647,-132.6819872,-81.7332797,-80.17386822,-140.007912
0.112554948,0.162760998,0.295872664,-0.098788686,0.094890781,0.472713896,-66.55553023,-68.20584991,-132.6773496,-81.72981569,-80.16798415,-140.0131516
0.112686513,0.162759174,0.295872536,-0.098706329,0.095177424,0.472613911,-66.55008931,-68.20397427,-132.6726332,-81.72641527,-80.16220656,-140.0182945
0.112818078,0.16275735,0.295872407,-0.098623971,0.095464067,0.472513926,-66.54454457,-68.20200054,-132.667918,-81.723124,-80.15658807,-140.0233446
0.112949877,0.162758823,0.295872279,-0.098559399,0.095703639,0.472427239,-66.53910514,-68.19999026,-132.6634006,-81.72029775,-80.15178619,-140.0276108
0.113081762,0.162761502,0.29587215,-0.098501332,0.095926,0.472345416,-66.53387794,-68.19804374,-132.6590817,-81.71769339,-80.14734032,-140.0316003
0.113213647,0.16276418,0.295872022,-0.098443265,0.09614836,0.472263593,-66.52896829,-68.19626698,-132.6549517,-81.71513355,-80.14292622,-140.0356478
0.11336585,0.162738267,0.295871907,-0.09841816,0.096247125,0.472178019,-66.52397189,-68.19517442,-132.6497158,-81.71141965,-80.13788071,-140.0375516
0.113560487,0.162652641,0.295871819,-0.098461901,0.096087751,0.47208461,-66.51840393,-68.19528908,-132.6419573,-81.70530283,-80.13157186,-140.0348496
0.113755125,0.162567015,0.295871732,-0.098505641,0.095928377,0.471991202,-66.51356245,-68.19601997,-132.6343004,-81.69924028,-80.12527965,-140.0322899
0.113949762,0.162481388,0.295871644,-0.098549381,0.095769003,0.471897793,-66.50948819,-68.19742971,-132.6267096,-81.69323475,-80.11903615,-140.0297883
0.114136987,0.162368323,0.295871625,-0.098561554,0.095508044,0.471860725,-66.5056551,-68.19939085,-132.6186514,-81.68947995,-80.11675684,-140.0234972
0.114323525,0.162252719,0.295871612,-0.098570806,0.095237685,0.47182887,-66.50249651,-68.20194967,-132.6106492,-81.68591339,-80.1148431,-140.0167936
0.114510064,0.162137115,0.295871599,-0.098580057,0.094967326,0.471797016,-66.4999821,-68.20502381,-132.6027803,-81.68227088,-80.11288411,-140.0099643
0.114652342,0.161979365,0.295871619,-0.098632497,0.094660857,0.471773497,-66.49721285,-68.20777412,-132.5950322,-81.67869162,-80.11091238,-140.0033935
0.114751553,0.161780605,0.295871671,-0.09872696,0.094319254,0.471758089,-66.4941309,-68.21014676,-132.5874042,-81.67514926,-80.10889494,-139.9970863
0.114850764,0.161581846,0.295871722,-0.098821423,0.093977651,0.471742681,-66.49146686,-68.21282236,-132.5799077,-81.67148302,-80.10677297,-139.9906613
0.114956889,0.161387489,0.295871768,-0.098906185,0.09365377,0.471726382,-66.48924336,-68.21588081,-132.5724578,-81.6677578,-80.10455807,-139.9843078
0.115126388,0.161233486,0.295871755,-0.098902025,0.093492329,0.471701911,-66.48811378,-68.22026529,-132.5645803,-81.6647079,-80.10263526,-139.9794273
0.115295886,0.161079482,0.295871742,-0.098897865,0.093330888,0.47167744,-66.48720457,-68.22483094,-132.5567401,-81.66153824,-80.10056419,-139.9745695
0.115465385,0.160925478,0.295871729,-0.098893705,0.093169446,0.471652969,-66.48645685,-68.22950161,-132.548967,-81.65835589,-80.0984189,-139.9698865
0.115575449,0.160685152,0.295871738,-0.099550252,0.093059698,0.471649892,-66.48409618,-68.23316014,-132.5404609,-81.65684702,-80.09032822,-139.9882224
0.115658797,0.160406024,0.295871757,-0.100503782,0.092973185,0.471656431,-66.48094402,-68.23623731,-132.5317179,-81.65623466,-80.07968635,-140.0170158
0.115742145,0.160126896,0.295871776,-0.101457311,0.092886672,0.471662971,-66.47763313,-68.23908262,-132.5230945,-81.65579025,-80.06919979,-140.0458981
0.11581164,0.159842852,0.295871802,-0.102099754,0.092781493,0.471677049,-66.47391673,-68.2413588,-132.5147429,-81.65572275,-80.06280633,-140.064187
0.115845762,0.159546255,0.295871845,-0.101947892,0.092628653,0.471710376,-66.46955844,-68.24264854,-132.5069455,-81.65638501,-80.06661152,-140.0554364
0.115879883,0.159249659,0.295871888,-0.101796029,0.092475814,0.471743703,-66.4648175,-68.24356219,-132.4991727,-81.65710765,-80.07044622,-140.046803
0.115914005,0.158953062,0.295871932,-0.101644167,0.092322974,0.47177703,-66.45975307,-68.24414365,-132.4914416,-81.65790948,-80.0742964,-140.0383918
0.115968198,0.158651958,0.295871982,-0.101595034,0.092135387,0.471770782,-66.4543715,-68.2448277,-132.483132,-81.65637034,-80.07449029,-140.0325517
0.116025312,0.158350199,0.295872034,-0.101560852,0.091942743,0.471758774,-66.44880833,-68.245376,-132.4747733,-81.65454358,-80.07419111,-140.0271559
0.116082426,0.158048439,0.295872085,-0.10152667,0.091750098,0.471746766,-66.44308139,-68.24572033,-132.4664887,-81.65275413,-80.07391374,-140.0218259
0.116135843,0.15773717,0.295872137,-0.101494808,0.091571287,0.471735344,-66.43698437,-68.24575971,-132.458144,-81.65114054,-80.07366509,-140.0170163
0.116184999,0.157414937,0.295872189,-0.101465622,0.091408423,0.471724597,-66.43045231,-68.24544737,-132.4497188,-81.64971992,-80.07344119,-140.0127972
0.116234156,0.157092704,0.29587224,-0.101436436,0.091245559,0.471713849,-66.42369462,-68.2448595,-132.4413878,-81.64834307,-80.0732513,-140.0086301
0.11628596,0.156774208,0.295872288,-0.101398912,0.091090707,0.471704616,-66.41678407,-68.24408441,-132.4331222,-81.64717121,-80.07331471,-140.0044313
